"nombre","ciudad_provincia","accion_erasmus","email","fuente_nombre","fuente_email","notas"
"Raizamevivo","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A","No investigada, cupo de búsqueda agotado"
"Sustinea","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A","No investigada, cupo de búsqueda agotado"
"Lug Open Factory","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A","No investigada, cupo de búsqueda agotado"
"Asociación Mojo de Caña","Las Palmas de Gran Canaria","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@mojodecana.org","mojodecana.org","mojodecana.org",""
"Asociación Educativa Vida y Valores de Canarias (AVIVACAN)","Icod de los Vinos, Tenerife","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@avivacan.org","Registro de Asociaciones de Canarias (datos.canarias.es)","Registro de Asociaciones de Canarias",""
"Asociación Sociocultural Isla Creactiva","San Cristóbal de La Laguna, Tenerife","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","contacto@islacreactiva.com","Registro de Asociaciones de Canarias","Registro de Asociaciones de Canarias",""
"Asociación Cultural Dharma Canarias","Adeje, Tenerife","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","eupronet.eu","N/A","Solo teléfono público"
"Asociación Sociocultural y Musical A la Mua","Teror, Gran Canaria","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","alamuaoficial@gmail.com","Registro de Asociaciones de Canarias","Registro de Asociaciones de Canarias",""
"Asociación Sociocultural Cervantear: Educación y Cultura","Bajamar (La Laguna), Tenerife","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","a.cervantear@gmail.com","cervantear.org","cervantear.org",""
"Asociación para la Cooperación al Desarrollo e Inclusión Social Amanay","Puerto del Rosario, Fuerteventura","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","directivoamanay@gmail.com","Registro de Asociaciones de Canarias","Registro de Asociaciones de Canarias","Ya en BBDD, confirmado"
"Asociación Despierta Escuela Consciente","Teguise, Lanzarote","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","mifuncionperdonar@gmail.com","Registro de Asociaciones de Canarias","Registro de Asociaciones de Canarias",""
"Asociación Desaplatánate por un Turismo Social y Sostenible","Tegueste, Tenerife","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@desaplatanate.org","Registro de Asociaciones de Canarias","Registro de Asociaciones de Canarias",""
"Asociación Sociocultural Almar","Santa Cruz de Tenerife","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","maggivillain@gmail.com","Registro de Asociaciones de Canarias","Registro de Asociaciones de Canarias",""
"Asociación Cultural y Mediambiental Atlas de Inagua","Las Palmas de Gran Canaria","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","asociacionatlasgrancanaria@gmail.com","Registro de Asociaciones de Canarias","Registro de Asociaciones de Canarias",""
"Asociación Cultural Soy Mamut","Arucas, Gran Canaria","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","hola@soymamut.com","Registro de Asociaciones de Canarias","Registro de Asociaciones de Canarias",""
"Asociación Hermes","Telde, Gran Canaria","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","hermesasociacion@gmail.com","Registro de Asociaciones de Canarias","Registro de Asociaciones de Canarias",""
"Asociación Promotora de Iniciativas","Las Palmas de Gran Canaria","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","promotoradeiniciativas@gmail.com","Registro de Asociaciones de Canarias","Registro de Asociaciones de Canarias",""
"Asociación Sociocultural La Isla de las Voces","La Palma","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","instagram.com/laisladelasvoces","N/A",""
"Asociación Asamsoca","Las Palmas de Gran Canaria","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","Registro de Asociaciones de Canarias","N/A",""
"Asociación Sociocultural Resiliencia La Palma","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A","No localizada con certeza"
"Asociación Sociocultural Tecnova","Santa Brígida, Gran Canaria","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","Registro de Asociaciones de Canarias / SALTO-YOUTH","N/A",""
"Asociación Singladura","Las Palmas de Gran Canaria","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","Registro de Asociaciones de Canarias","N/A",""
"Asociación El Cántaro","Las Palmas de Gran Canaria","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","Registro de Asociaciones de Canarias","N/A",""
"Asociación Sociocultural Apolo","Las Palmas de Gran Canaria","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","asociacion.sociocultural.apolo@gmail.com","Registro de Asociaciones de Canarias","Registro de Asociaciones de Canarias",""
"Asociación Cultural Datana","Santa Cruz de La Palma","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","Registro de Asociaciones de Canarias","N/A","No confundir con otra 'Datana' homónima en Tenerife"
"Asociación Promoción del Turismo Sosnatur","Buenavista del Norte, Tenerife","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","asociacionsosnatur@gmail.com","Registro de Asociaciones de Canarias","Registro de Asociaciones de Canarias",""
"Asociación Cultural de Amigos para la Difusión y el Reconocimiento del Cine, el Teatro y la Literatura (Charlas de Cine de Tenerife)","San Cristóbal de La Laguna, Tenerife","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","charlasdecine.com","N/A",""
"Asociación Fauno Europa","Telde, Gran Canaria","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","faunoeuropa@gmail.com","Registro de Asociaciones de Canarias","Registro de Asociaciones de Canarias",""
"Asociación Cultural y Social Trib-Arte","Arrecife, Lanzarote","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","asociaciontribarte@gmail.com","Registro de Asociaciones de Canarias","Registro de Asociaciones de Canarias",""
"Club de Buceo Escafandra","Las Palmas de Gran Canaria","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@escafandraclubdebuceo.com","escafandraclubdebuceo.com/contacto","escafandraclubdebuceo.com/contacto",""
"Fundación Sergio Alonso","Las Palmas de Gran Canaria","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@fundacionsergioalonso.org","fundacionsergioalonso.org/contacto","fundacionsergioalonso.org/contacto",""
"Fuego Interno Asociación Cultural","Zaragoza","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","zaragoza.es (registro municipal)","N/A",""
"Asociación Down Huesca","Huesca","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","adminis@downhuesca.com","downhuesca.com/contacto","downhuesca.com/contacto",""
"Blablabla Asociación Cultural","Aragón (sede no confirmada)","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","pedroausejo.com","N/A",""
"Asociación El Cicutar","Acumuer, Huesca","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","88sorbus@gmail.com","zaragoza.es","zaragoza.es",""
"Asociación Integra-Voluntariado Joven","Zaragoza","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","integra.voluntariadojoven@gmail.com","integravoluntariadojoven.org","integravoluntariadojoven.org",""
"Asociación de Economía Social de Aragón (CEPES Aragón)","Zaragoza","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","secretaria@economiasocialaragon.es","economiasocialaragon.es","economiasocialaragon.es",""
"Asociación Juvenil Colectivo Saharaui Lefrig","Zaragoza","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","colectivolefrig@gmail.com","colectivolefrig.unizar.es","colectivolefrig.unizar.es",""
"Asociación Biela y Tierra","Zaragoza","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","hola@bielaytierra.com","bielaytierra.com","bielaytierra.com",""
"Fundación Federico Ozanam","Zaragoza","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","fundacion@ozanam.com","ozanam.es","ozanam.es",""
"Gusantina Asociación Socioeducativa","Zaragoza","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","gusantina.blogspot.com","N/A","Solo teléfono"
"Fundación Agustín Gericó","Zaragoza","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","fundacionagustingerico.com","N/A","Mailto placeholder no real"
"Asociación Artmosfera","Robres (Monegros), Huesca","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","asociacion@artmosfera.es","artmosfera.es/contacto","artmosfera.es/contacto",""
"Asociación Orquesta Escuela Zaragoza","Zaragoza","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","hola@orquestaescuela.org","orquestaescuela.org","orquestaescuela.org",""
"Asociación Danza por el Cambio","Zaragoza","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","danzaporelcambio.com","N/A","Solo formulario"
"Asociación Deportiva Cierzo proLGTB+","Zaragoza","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@cierzolgtb.org","cierzolgtb.org","cierzolgtb.org",""
"Asociación Coro Cantatutti","Zaragoza","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","coro.cantatutti@gmail.com","zaragoza.es (registro)","zaragoza.es (registro)",""
"Asociación Española del Sueño (ASENARCO)","Zaragoza","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@asenarco.es","asenarco.es","asenarco.es",""
"Asociación Cazalla-Intercultural","Lorca, Murcia","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@cazalla-intercultural.org","http://cazalla-intercultural.org/contacto/","http://cazalla-intercultural.org/contacto/",""
"Asociación DAFI","Región de Murcia","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@dafiorg.com","https://dafiorg.com/","https://dafiorg.com/",""
"Asociación Conflicarte","Murcia y Cartagena","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","https://youth.europa.eu/volunteering/organisation/83022_es","N/A",""
"Asociación Nacional Bonfire Community","Región de Murcia","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","resolución Injuve 2025","N/A",""
"Asociación Cultural Aranea","Lorca, Murcia","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","aranea.association@gmail.com","https://asociacionaranea.com/","https://asociacionaranea.com/",""
"Asociación Albores","Murcia (también Sevilla)","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@asociacionalbores.org","https://asociacionalbores.es/","https://asociacionalbores.es/","Salud mental/menores"
"Asociación Educativa por la Integración y la Igualdad (AEII)","Región de Murcia","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","aeiiasociacion@gmail.com","https://asociacionintegracion.wordpress.com/contacto/","https://asociacionintegracion.wordpress.com/contacto/",""
"Fundación Universitaria San Antonio","Guadalupe, Murcia","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","https://rgi.cnmc.es/gruposdeinteres/fundacion-universitaria-san-antonio","N/A","Matriz de UCAM"
"Asociación Cultural Youropía","Oviedo, Asturias","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@youropia.eu","https://www.youropia.eu/contacto/","https://www.youropia.eu/contacto/",""
"Fundación Padre Vinjoy","Oviedo, Asturias","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@vinjoy.es","https://socialasturias.asturias.es/-/fundación-padre-vinjoy-de-la-sagrada-familia","https://socialasturias.asturias.es/-/fundación-padre-vinjoy-de-la-sagrada-familia",""
"Asociación Los Glayus","Oviedo, Asturias","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","asoc.losglayus@gmail.com","https://asociacionlosglayus.org/aviso-legal/","https://asociacionlosglayus.org/aviso-legal/",""
"Asociación Luar","Oviedo, Asturias","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","luar.asociacion@gmail.com","https://asociacionluar.es/colabora","https://asociacionluar.es/colabora","Jóvenes 16-35 años en riesgo de exclusión"
"Asociación Europea Bandua","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","https://bandua.eu/","N/A","Web protegida por Cloudflare"
"Federación Nacional de Enfermos y Trasplantados Hepáticos (FNETH/FEH)","Madrid","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","hola@fehigado.org","https://fneth.org/","https://fneth.org/","Rebrandeada como Federación Española del Hígado"
"Federación de Asociaciones Jóvenes Europeístas de España (JEF España)","Madrid","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@jefspain.eu","https://jefspain.org/","https://jefspain.org/","CIF no confirmado literalmente en la web, identificación por nombre/actividad"
"Asociación Nanda Gram","Miengo, Cantabria","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@asociacion-nandagram.org","https://asociacion-nandagram.org/contacto/","https://asociacion-nandagram.org/contacto/",""
"Arterra Bizimodu","Artieda, Navarra","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","https://www.arterrabizimodu.org/","N/A","Web con newsletter pero sin email institucional público"
"Asociación Juvenil El Cencerro Joven","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Asociación Sociocultural Papaya","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Asociación Bee Rural.Hub","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Asociación Newpa","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Asociación Cultural y Medioambiental Permacultura Cantabria","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A","Dominio permaculturacantabria.org no existe"
"La Bardal","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Café de las Artes Teatro S.L.","Cantabria (probable Santander, sin confirmar)","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","https://www.instagram.com/cafedelasartesteatro/","N/A",""
"Asociación Mediterránea Mallorca","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Fundació Som CIDE","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Fundación Condado de Taboada","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"CEIPIESO Gabriel Vallseca","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Orígens Menorca","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Centre d'Estudis de l'Esplai","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Asociación Juvenil Manfred On Tour","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Asociación Socioeducativa Yellow Kaktus","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Asociación Teatral On&Off","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Arte Lombriz","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Asociación de Educadores Leonardino","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Asociación Tecnología Ética","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Asociación K'mon","Ceuta","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Association de Cooperation al Desarollo Abarka","País Vasco","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@ongabarka.org","https://abarka.org/quienes-somos/","https://abarka.org/quienes-somos/",""
"Asociación Juvenil Youth Vision Álava","Vitoria-Gasteiz","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","youthvisionalava@gmail.com","https://alf.website/en/?members=asociacion-juvenil-youth-vision-alava","https://alf.website/en/?members=asociacion-juvenil-youth-vision-alava",""
"Asociación Sociocultural Our Moment","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Asociación Cohope Elkartea","País Vasco","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","be@cohope.info","https://cohope.info/contacto/","https://cohope.info/contacto/",""
"Asociación APEJESS","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Fundación EDE","Bilbao","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","ede@edefundazioa.org","https://edefundazioa.org/contacto-ede-fundazioa/","https://edefundazioa.org/contacto-ede-fundazioa/",""
"Asociación de Acción Social Ausartzen","Erandio, Bizkaia","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@ausartzen.org","https://ausartzen.org/?lang=es","https://ausartzen.org/?lang=es",""
"Asociación Moviéndote por la Integración y la Participación Ciudadana","Getxo, Bizkaia","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","asociacionmoviendote@gmail.com","https://www.moviendote.org/politica-de-privacidad/","https://www.moviendote.org/politica-de-privacidad/",""
"Berdeago, Asociación Europea para la Sostenibilidad","Bilbao","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@berdeago.org","https://berdeago.org/","https://berdeago.org/",""
"Aisibizia Elkartea","Getxo, Bizkaia","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","https://aisibizia.weebly.com/","N/A",""
"Argizai Eskaut Taldea","Galdakao, Bizkaia","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","argizai@eskaut.org","https://argizai.eskaut.org/","https://argizai.eskaut.org/",""
"Horbel Gizarte Ekimeneko Kooperativa","Gipuzkoa","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@horbel.eus","https://www.horbel.eus/harremanetarako/","https://www.horbel.eus/harremanetarako/",""
"Gureak Lanean","Donostia/San Sebastián","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@gureak.com","https://www.gureak.com/es/contactar","https://www.gureak.com/es/contactar","Email corporativo genérico del grupo Gureak"
"Hezkide Eskola","Donostia/San Sebastián","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","hezkide@hezkide.org","https://hezkide.org/es/contacto/","https://hezkide.org/es/contacto/",""
"Euskalerriko Eskautak Federakuntza Trebeak","Bilbao","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@eskaut.org","https://eskaut.org/contacto/","https://eskaut.org/contacto/",""
"Media Creativa 2020, S.L.","Bilbao","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","https://mediacreativa.eu/en/contact/","N/A",""
"Agintzari SCIS","Bilbao","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","agintzari@agintzari.com","https://www.agintzari.com/","https://www.agintzari.com/",""
"Asociación Participa Joven CR","Ciudad Real","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","participajovencr@gmail.com","consejoven.org (Catálogo de Entidades Juveniles Ciudad Real)","consejoven.org",""
"Asociación Deportiva Manchega","Ciudad Real (probable)","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A","No distinguible de otras entidades homónimas"
"Asociación Cultural Transeúnte","Malagón, Ciudad Real","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","asociacionculturaltranseunte@gmail.com","https://asociacionesciudadreal.es/asociacion-cultural-transeunte/","https://asociacionesciudadreal.es/asociacion-cultural-transeunte/",""
"Asociación Tilia","Ciudad Real","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@asociaciontilia.org","consejoven.org (Catálogo de Entidades Juveniles Ciudad Real)","consejoven.org",""
"Asociación REVE","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A","Posible vínculo no confirmado con Efecto SVE"
"Milele Kongo","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Asociación Cultural Maditerránea","no confirmado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","https://maditerranea.com/","N/A","Web con datos de plantilla/placeholder, no fiable"
"Asociación Mirando al Futuro de Cuenca 2050","Pozoamargo, Cuenca","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","https://www.facebook.com/p/Asociaci%C3%B3n-Mirando-al-Futuro-de-Cuenca-2050-61574599345985/","N/A",""
"Asociación Youth CRL","Daimiel, Ciudad Real","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","https://www.daimiel.es/es/noticias/sociedad/la-asociacion-daimielena-youth-crl-participa-en-un-proyecto-europeo-con-jovenes","N/A",""
"The Banyan Tree","Brihuega, Guadalajara","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@thebanyantree.org","https://thebanyantree.org/contacto/","https://thebanyantree.org/contacto/",""
"Proyecto Kieu","Numancia de la Sagra, Toledo","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@proyectokieu.org","https://www.proyectokieu.org/","https://www.proyectokieu.org/",""
"Pokhara","Miguelturra, Ciudad Real","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","pokhara@programaempug.com","consejoven.org (Catálogo de Entidades Juveniles Ciudad Real)","consejoven.org",""
"Leitmotiv-Area","no encontrado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A","Se confunde con empresas homónimas no relacionadas"
"Ecocompartimos","Illescas, Toledo","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","ecocompartimos.illescas@gmail.com","https://ecocompartimos.wixsite.com/main","https://ecocompartimos.wixsite.com/main",""
"Rado Pakolo","Almansa, Albacete","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","https://masquealba.com/rado-pakolo-proyecto-almansa/","N/A","Coincide con club de baloncesto homónimo, no confirmado"
"Asoc. Bidaia","no confirmado (discrepancia Madrid/Toledo)","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","https://asobidaia.wixsite.com/asobidaia/acerca-de","N/A",""
"Social Innovation Cluster CLM","Albacete","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","https://www.hacesfalta.org/transparencia-ong/social-innovation-cluster-clm/delegacion/detalle/27191","N/A",""
"Activa Ideas Almansa, S. Microcoop. de C-LM","Almansa, Albacete","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","https://activaidea.com/","N/A",""
"A.S.E.D.E.M. - Asociación Española de Educación Emocional","Valencina de la Concepción, Sevilla","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@asociacionasedem.es","https://asociacionasedem.es/","https://asociacionasedem.es/",""
"Federación Española de Jugadores de Azar Rehabilitados (FEJAR)","Villena, Alicante","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","fejar@fejar.org","https://fejar.org/contact/?lang=en","https://fejar.org/contact/?lang=en","Alt: secretaria@fejar.org"
"Cooperation Network of the European Routes of Emperor Charles V","Cuacos de Yuste, Cáceres","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","management@itineracarolusv.eu","https://www.developmentaid.org/organizations/view/192848/","https://www.developmentaid.org/organizations/view/192848/",""
"Asociación Multideportiva Euexia","Plasencia, Cáceres","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","ameuexia@gmail.com","https://www.ameuexia.es/","https://www.ameuexia.es/",""
"Asociación IMORA (International Movement Back to Origins in Rural Area)","Plasenzuela, Cáceres","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","https://youth.europa.eu/volunteering/organisation/59989_en","N/A",""
"Fundación Sorapán de Rieros","Badajoz","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","terapeutico@fundacionsorapan.org","https://fundacionsorapan.org/","https://fundacionsorapan.org/",""
"Laberinto Hurdano S. Coop. Especial","Pinofranqueado, Cáceres","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@laberintohurdano.es","https://laberintohurdano.es/","https://laberintohurdano.es/",""
"Escuela de Animación Circompay","Navalmoral de la Mata, Cáceres","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","circompay@elquintopino.es","https://youth.europa.eu/volunteering/organisation/83221_es","https://youth.europa.eu/volunteering/organisation/83221_es",""
"Espacio Ládano","Sierra de Fuentes, Cáceres","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","espacioladano@gmail.com","PIF SALTO-YOUTH / linktr.ee/espacioladano","linktr.ee/espacioladano",""
"Ye Too Ponese - Espacio para la Gestión de Inéditos Viables","Oviedo, Asturias","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","info@yetooponese.net","http://yetooponese.net/contacto/","http://yetooponese.net/contacto/",""
"Generaciones Saludables España","Principado de Asturias","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","N/A","N/A",""
"Tunverstehen","no confirmado","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","https://www.meetup.com/es-es/social-events-gandia-asociacion-tunverstehen/","N/A",""
"Nía - Nosoutras Ideamos Arte","Boal, Asturias (comarca Eo-Navia)","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","niamuyeresarte@gmail.com","https://www.facebook.com/niamuyeresarte/","https://www.facebook.com/niamuyeresarte/",""
"Creando Floresta","Principado de Asturias","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","no encontrado","https://programaseuropeos.injuve.es/erasmus/experiencias/creando-floresta","N/A",""
"Expoacción Organización Solidaria","Gijón, Asturias","Erasmus+ Juventud KA1/KA2 2025 (Injuve, Ronda 1)","expoaccion@gmail.com","expoaccion.org / axesor.es","expoaccion.org",""
